age,gender,honesty_humility,emotionality,extraversion,agreeableness,conscientiousness,openness,relationship_dishonesty,had_relationship_dishonesty,in_relationship,relationship_length_months,study_id
26,1,2.76,3.02,4.13,3.16,4.23,3.27,2.08,0,1,3,1
37,1,5.0,2.94,3.61,2.68,5.0,3.64,1.0,0,1,7,1
18,0,3.22,3.0,2.75,1.87,4.26,3.35,1.14,0,0,0,1
46,1,3.53,2.44,3.0,3.16,4.09,3.95,1.69,0,1,11,1
35,1,3.77,3.64,3.54,2.67,4.16,3.49,1.38,0,1,30,1
40,1,3.13,3.4,2.72,3.49,4.39,3.09,2.52,1,1,75,1
26,1,3.41,3.5,3.7,2.46,5.0,3.97,1.46,0,1,10,1
40,1,3.4,3.15,4.02,4.46,2.56,4.12,2.37,0,1,26,1
42,0,2.81,3.06,3.85,3.41,3.97,3.46,2.45,0,1,3,1
34,1,3.69,4.02,3.83,3.22,2.0,4.31,1.53,0,1,4,1
34,1,2.33,3.92,2.29,3.47,4.19,3.24,3.27,1,1,3,1
34,1,4.54,4.19,4.37,2.01,3.94,3.31,1.83,0,1,1,1
23,1,3.92,3.46,2.48,2.8,3.26,3.4,1.26,0,1,34,1
30,1,3.82,4.15,3.4,4.17,1.94,3.31,1.07,0,1,92,1
30,1,2.27,2.91,3.9,2.91,3.59,3.19,2.9,1,1,32,1
35,1,2.88,3.06,3.73,3.06,3.74,2.91,1.48,0,1,23,1
41,1,4.3,4.04,2.67,2.82,3.56,2.72,1.0,0,1,17,1
21,0,5.0,3.79,2.79,3.98,3.21,3.48,1.15,0,1,61,1
30,0,4.18,3.0,3.69,2.95,3.04,4.21,1.44,0,0,0,1
46,1,4.07,2.47,3.83,2.35,3.57,3.95,1.0,0,1,8,1
24,0,3.74,3.06,2.78,4.65,3.1,3.66,3.08,1,1,35,1
23,1,2.85,2.72,3.76,2.27,4.1,4.25,1.53,0,1,71,1
34,1,4.05,4.41,2.52,3.04,3.55,3.41,1.57,0,1,1,1
40,1,2.68,3.73,3.91,2.59,2.53,2.73,1.96,0,1,15,1
32,0,2.61,2.66,2.93,2.68,3.71,3.16,3.3,1,1,28,1
45,1,2.57,2.47,3.55,2.46,3.86,3.36,2.18,0,1,37,1
40,1,4.03,2.66,3.44,2.78,4.6,3.05,1.13,0,1,1,1
40,0,3.36,2.81,4.25,3.69,4.18,3.81,1.0,0,1,1,1
37,1,3.47,3.08,3.66,1.96,3.04,4.04,2.77,1,0,0,1
55,1,3.39,3.98,3.11,3.86,4.48,2.22,1.48,0,0,0,1
29,1,2.67,2.52,3.73,3.75,2.74,3.3,2.6,1,1,86,1
18,0,2.96,4.8,4.89,3.41,3.62,1.43,2.13,0,1,15,1
48,0,3.0,2.54,3.98,3.18,4.07,3.34,1.82,0,1,16,1
27,1,2.49,2.21,3.46,3.27,4.5,3.33,1.39,0,0,0,1
33,0,3.07,4.38,2.96,3.95,4.77,4.61,1.93,0,1,6,1
45,1,2.7,4.12,3.1,2.05,4.39,4.4,2.2,0,1,6,1
18,1,3.78,3.07,3.94,3.54,3.52,4.03,1.64,0,1,136,1
19,0,3.83,3.47,2.92,2.65,3.96,2.75,2.51,1,1,54,1
18,1,2.56,3.48,3.5,3.6,3.74,2.71,2.77,1,0,0,1
24,1,3.21,3.3,4.43,2.73,3.16,2.65,2.36,0,1,51,1
36,1,4.61,2.29,3.6,3.52,3.53,4.44,1.0,0,1,11,1
37,1,2.76,1.46,2.8,2.17,4.71,2.78,1.64,0,1,5,1
34,1,3.68,2.61,4.92,2.08,4.0,3.14,1.42,0,1,99,1
18,0,3.47,4.47,4.65,3.03,4.88,2.79,1.36,0,1,27,1
18,0,4.11,4.5,3.83,3.96,2.93,2.54,1.19,0,0,0,1
32,1,3.59,3.02,4.33,3.42,3.36,3.63,1.38,0,1,98,1
27,1,3.12,2.53,3.33,3.42,3.86,3.5,1.17,0,1,59,1
36,0,3.44,3.39,3.97,3.62,4.06,1.89,2.38,0,1,43,1
39,0,3.45,3.51,3.22,2.86,3.53,2.51,1.67,0,1,16,1
33,1,3.34,3.62,2.62,3.47,4.1,3.57,1.66,0,1,55,1
39,0,2.54,1.43,5.0,2.75,4.09,3.35,1.92,0,1,53,1
34,1,4.21,5.0,2.59,2.91,2.74,3.13,1.0,0,1,21,1
37,1,4.09,3.99,3.69,2.99,4.07,3.81,1.0,0,1,23,1
24,1,2.72,3.06,3.69,2.77,4.27,2.42,1.73,0,1,19,1
30,0,3.2,2.7,3.84,3.06,3.78,3.0,2.02,0,1,11,2
33,0,3.25,3.89,3.44,2.95,2.46,3.75,1.67,0,1,10,2
40,1,2.65,3.55,3.45,2.68,3.43,2.96,2.75,1,0,0,2
28,1,2.19,3.26,3.59,3.02,3.87,3.61,2.57,1,0,0,2
37,0,2.96,3.52,3.81,3.19,3.06,2.62,2.19,0,1,34,2
29,1,3.17,3.12,3.5,2.44,4.17,2.84,2.01,0,1,23,2
30,1,2.46,3.48,3.46,3.35,4.05,2.19,2.72,1,1,12,2
40,0,3.52,3.71,2.64,2.8,3.68,2.0,1.26,0,1,15,2
18,1,4.16,3.44,4.81,3.22,3.61,3.08,1.62,0,1,44,2
19,0,3.95,3.4,3.85,2.7,3.72,3.71,1.0,0,1,77,2
18,1,3.32,4.18,3.64,3.73,3.6,3.32,1.87,0,1,43,2
18,0,2.2,2.08,3.09,3.67,2.8,4.19,2.14,0,1,22,2
25,1,3.87,2.64,2.85,2.47,3.33,3.13,1.34,0,1,13,2
39,0,3.5,3.22,4.06,3.41,3.64,1.96,2.15,0,1,10,2
29,1,3.68,2.69,3.4,3.97,4.48,3.63,1.83,0,0,0,2
33,1,4.66,2.92,3.9,2.53,4.03,2.67,1.3,0,1,37,2
42,1,2.86,4.1,2.62,2.58,4.51,3.49,2.06,0,1,28,2
45,1,1.53,3.1,4.51,3.54,2.73,1.85,3.73,1,1,62,2
31,1,2.72,1.92,4.09,2.32,3.38,3.21,1.98,0,1,7,2
45,0,3.72,2.9,3.45,2.63,4.89,3.88,1.29,0,1,22,2
32,0,3.42,3.24,3.8,2.49,3.14,3.79,1.83,0,1,7,2
23,0,2.61,3.23,3.98,3.55,3.13,3.23,2.84,1,0,0,2
26,1,2.48,3.59,2.63,2.68,3.43,3.37,2.24,0,0,0,2
18,1,3.17,3.53,4.59,2.93,4.85,3.06,2.31,0,1,20,2
23,1,2.59,3.1,3.81,2.65,3.18,3.2,2.54,1,0,0,2
28,1,3.74,2.36,3.04,3.79,3.95,3.83,1.68,0,1,76,2
40,1,3.13,2.89,2.79,2.58,3.84,2.89,1.57,0,1,42,2
49,0,2.99,2.76,4.14,2.26,2.4,2.96,1.92,0,1,78,2
18,0,2.91,3.0,3.64,2.23,3.59,2.33,2.13,0,1,8,2
35,1,3.57,3.68,3.81,3.52,3.26,3.84,1.81,0,1,4,2
21,0,3.43,3.48,3.52,3.56,4.02,3.18,1.35,0,1,86,2
36,0,3.53,3.78,2.85,3.85,4.68,2.54,1.03,0,1,29,2
30,1,3.52,2.93,3.83,2.34,3.39,3.96,1.0,0,1,22,2
18,1,3.35,4.26,3.37,2.96,3.39,3.33,2.19,0,1,110,2
41,1,2.73,3.67,3.49,4.56,5.0,2.86,2.79,1,1,11,2
25,0,2.93,3.28,5.0,2.92,3.16,3.97,1.15,0,0,0,2
26,1,3.14,3.62,4.06,2.76,2.77,3.13,2.03,0,1,1,2
21,0,4.74,2.73,4.1,3.09,4.45,2.3,1.0,0,1,15,2
25,1,2.52,1.72,5.0,3.42,3.57,4.01,3.09,1,1,7,2
36,0,3.13,2.78,3.75,3.41,3.78,2.79,1.89,0,1,4,2
30,1,3.46,3.72,3.58,2.73,4.98,5.0,2.0,0,1,6,2
35,1,3.2,3.26,3.06,2.75,2.73,3.06,1.73,0,1,48,2
35,1,4.1,3.1,3.21,2.92,3.48,1.99,1.0,0,1,21,2
45,0,3.2,2.61,2.17,2.66,2.83,4.56,2.32,0,1,27,2
28,1,3.25,1.83,4.01,2.36,3.81,3.32,2.44,0,1,36,2
18,0,3.93,4.2,2.68,4.18,3.26,3.54,1.0,0,1,37,2
42,1,4.58,3.05,4.09,2.86,2.87,3.62,1.41,0,1,73,2
28,0,4.31,2.9,3.47,2.89,4.05,2.44,1.0,0,1,22,2
43,0,3.31,2.73,3.58,2.91,3.61,1.89,1.0,0,1,115,2
35,1,3.37,4.08,3.47,3.05,2.82,4.69,1.81,0,1,66,2
30,1,3.43,3.82,4.4,3.36,2.86,2.3,2.01,0,1,6,2
35,1,3.5,2.52,4.29,2.82,3.73,4.48,1.0,0,1,35,2
51,0,2.85,4.02,3.48,3.78,2.56,3.72,1.23,0,0,0,2
52,1,4.01,3.1,2.92,3.46,3.74,3.48,1.04,0,1,15,2
32,0,3.53,2.77,4.1,2.99,4.43,3.04,1.36,0,1,83,2
33,0,3.37,2.99,2.87,2.7,4.01,4.93,2.49,0,1,11,2
42,1,2.57,2.65,2.49,3.75,3.21,2.89,2.45,0,1,161,2
23,0,3.44,2.28,3.82,3.0,3.77,2.91,2.12,0,1,62,2
35,1,2.17,3.74,4.29,2.35,2.82,3.82,2.87,1,1,105,2
31,0,3.02,3.05,3.24,3.71,3.68,2.91,2.87,1,1,4,2
35,0,3.03,3.63,3.76,2.66,3.4,2.68,1.63,0,1,109,2
23,1,3.59,3.4,3.23,3.62,2.96,3.32,1.58,0,1,58,2
18,0,4.62,3.58,3.97,1.59,3.99,3.83,1.0,0,0,0,2
18,1,3.77,1.77,4.21,2.88,2.37,4.64,1.89,0,1,41,2
20,1,4.34,2.59,3.33,3.8,2.86,4.78,1.59,0,1,12,2
27,0,3.82,3.6,2.83,3.1,2.94,2.15,1.88,0,1,34,2
29,1,4.13,2.31,2.55,3.46,3.29,4.07,1.13,0,1,1,2
51,0,4.61,3.46,4.1,2.56,4.41,2.7,1.0,0,1,13,2
43,1,2.92,2.23,2.76,3.31,4.07,2.73,2.12,0,1,18,2
22,0,2.88,3.21,3.74,3.1,3.67,3.0,1.86,0,1,34,2
35,1,3.83,4.33,4.01,3.25,3.64,2.95,1.9,0,1,8,2
27,1,3.4,3.74,3.17,4.32,3.59,2.64,1.57,0,1,83,2
29,1,3.54,1.9,3.39,3.88,4.45,1.78,1.44,0,1,196,2
33,1,3.24,3.79,4.15,3.58,2.47,4.35,2.99,1,1,15,2
38,0,3.01,4.48,2.97,3.58,4.08,3.98,2.49,0,1,185,2
28,1,4.45,5.0,2.91,2.55,3.28,3.35,1.48,0,0,0,2
42,1,2.69,3.53,3.35,2.82,3.91,2.71,2.09,0,1,23,2
20,1,3.85,2.24,4.33,2.18,3.91,4.21,1.0,0,1,30,2
32,1,3.74,3.5,4.55,2.34,4.05,3.32,2.04,0,1,39,2
57,1,2.37,4.32,3.44,2.57,4.58,2.97,3.35,1,1,3,2
34,0,2.86,3.07,3.04,3.08,2.75,2.25,1.57,0,1,70,2
46,1,2.97,3.93,4.19,2.36,4.22,3.73,1.87,0,0,0,2
32,1,3.77,2.61,2.41,3.08,3.56,3.14,1.03,0,1,23,2
37,1,3.16,3.46,3.66,3.01,3.31,3.54,2.21,0,1,25,2
31,0,3.34,1.46,3.47,2.42,4.86,3.48,2.37,0,0,0,2
30,1,2.45,2.53,4.34,4.02,4.04,3.8,2.36,0,1,16,2
24,0,4.91,3.2,4.41,2.31,3.34,3.51,1.0,0,1,35,2
36,1,3.45,2.95,2.89,3.77,4.19,3.16,1.0,0,1,12,2
23,1,3.72,2.29,3.61,1.75,3.57,3.74,1.05,0,1,11,2
38,0,3.05,2.85,3.13,3.01,3.33,4.01,2.81,1,1,37,2
42,1,2.98,3.43,3.31,2.38,3.22,4.42,2.36,0,0,0,2
35,0,4.64,3.14,3.9,2.71,3.79,2.6,1.25,0,1,84,2
29,1,2.15,3.24,3.28,4.19,3.22,4.12,2.6,1,0,0,2
36,1,3.58,3.71,3.63,2.89,3.7,2.29,1.5,0,1,8,2
28,0,2.61,2.96,4.12,2.44,4.15,4.06,2.42,0,1,40,2
41,1,3.14,4.15,4.48,3.39,3.67,2.96,2.15,0,1,9,2
18,0,2.99,2.51,3.69,2.89,4.83,3.94,2.8,1,0,0,2
28,1,2.76,4.55,3.58,3.19,3.61,4.38,1.96,0,0,0,2
18,1,3.42,3.98,2.78,2.55,4.44,3.52,1.69,0,1,59,2
18,0,1.73,2.95,4.53,2.58,4.21,3.37,2.72,1,1,89,2
45,1,3.19,3.0,3.82,2.63,4.55,3.33,1.0,0,1,32,2
40,1,3.34,3.34,3.59,3.58,4.82,3.08,2.29,0,1,22,2
24,1,2.52,3.62,3.56,2.96,2.51,4.16,3.36,1,0,0,2
18,1,4.38,3.97,3.73,2.47,3.76,3.33,1.38,0,1,10,2
18,1,3.01,2.26,4.0,3.2,3.53,1.92,2.21,0,1,7,2
26,1,3.25,3.51,4.08,3.15,3.67,4.0,2.83,1,1,2,2
56,0,3.02,1.72,4.55,3.44,3.35,3.97,2.31,0,1,89,2
36,0,3.35,3.08,3.66,2.81,3.26,3.43,2.22,0,1,6,2
26,1,4.25,4.22,4.64,3.05,2.92,2.86,1.17,0,1,78,2
36,0,5.0,2.21,4.19,3.35,3.66,2.61,1.0,0,1,7,2
18,1,3.88,2.08,3.46,2.49,4.18,2.87,1.33,0,1,12,2
29,0,4.11,3.35,2.42,3.63,3.29,3.54,1.63,0,1,62,2
32,1,4.52,4.17,3.56,3.11,3.4,2.15,1.0,0,1,7,2
31,1,3.56,3.43,4.51,2.44,3.17,3.69,1.86,0,1,5,2
39,1,4.42,1.87,3.0,2.43,2.98,3.45,1.0,0,1,13,2
35,0,3.92,2.02,3.55,3.04,3.45,4.28,1.62,0,1,90,2
38,1,3.49,3.27,3.61,2.77,3.81,3.88,2.91,1,1,22,2
25,1,3.63,2.37,4.11,3.55,4.38,2.91,1.95,0,1,4,2
40,1,2.22,3.3,3.25,2.93,2.86,2.25,3.31,1,1,22,2
48,1,3.59,3.34,2.93,3.28,3.58,2.84,2.08,0,1,72,2
22,1,2.4,2.86,3.87,2.59,4.33,4.34,1.42,0,1,85,2
23,0,2.34,4.47,3.02,3.09,2.87,3.6,2.56,1,1,59,2
45,1,3.53,3.61,2.31,3.89,4.39,3.81,1.9,0,1,42,2
30,0,2.68,4.05,4.7,3.01,3.33,2.97,1.31,0,1,49,2
46,0,3.4,3.84,4.1,2.77,4.04,3.73,1.64,0,1,12,2
27,1,3.49,3.09,4.72,2.58,3.46,2.37,1.67,0,0,0,2
46,1,3.52,3.06,4.07,3.09,3.88,4.04,1.07,0,1,3,2
33,1,2.81,2.99,3.94,3.95,4.6,2.61,1.77,0,1,30,2
34,1,3.98,3.68,3.74,2.28,3.52,2.06,1.98,0,1,2,2
47,1,3.34,2.74,3.38,3.07,4.22,4.94,1.0,0,1,55,2
28,0,3.69,4.41,3.83,2.07,3.77,3.49,1.68,0,1,46,2
22,1,2.62,2.68,3.14,2.85,3.11,3.47,2.99,1,1,6,2
27,1,3.28,3.35,2.81,3.26,3.51,2.13,1.86,0,1,59,2
36,1,4.11,3.04,3.28,2.15,3.47,3.82,1.92,0,1,161,2
18,1,4.03,2.88,4.34,2.83,2.72,4.0,1.06,0,1,45,2
38,1,2.88,4.72,2.7,3.27,3.88,3.26,1.74,0,1,31,2
26,1,3.05,2.89,2.71,3.18,4.01,4.01,2.06,0,1,13,2
43,1,2.76,2.99,3.88,3.3,4.1,4.2,2.1,0,1,83,2
18,1,2.97,2.74,3.23,2.52,4.49,3.76,1.84,0,1,42,2
24,1,2.49,3.23,3.82,3.27,4.19,1.93,2.42,0,1,20,2
18,0,3.31,3.13,4.14,2.74,3.23,2.62,1.46,0,1,59,2
23,1,3.81,2.42,3.8,3.53,3.36,4.55,1.03,0,1,31,2
34,0,2.89,2.9,3.09,1.71,4.12,3.46,1.63,0,0,0,2
30,1,3.34,3.63,4.33,2.93,3.84,3.46,2.04,0,1,3,2
29,1,3.26,3.92,3.98,3.16,3.59,2.83,1.39,0,1,16,2
30,1,4.09,3.22,3.52,3.91,3.06,2.97,1.0,0,1,95,2
34,0,3.0,3.24,3.49,3.15,3.27,4.21,1.56,0,1,22,2
21,1,3.03,2.95,3.74,3.21,3.96,4.42,2.18,0,1,18,2
39,1,2.85,2.85,3.3,3.33,2.39,3.94,2.55,1,1,34,2
38,0,2.66,2.56,2.44,3.85,2.15,3.78,2.75,1,1,17,2
35,1,3.74,2.11,3.99,2.87,4.03,3.83,1.62,0,1,13,2
37,0,3.31,2.71,3.95,2.26,3.27,3.35,2.12,0,1,1,2
34,1,3.44,3.83,2.0,2.14,3.89,2.58,1.72,0,1,31,2
52,0,4.23,2.9,3.83,3.5,4.58,2.43,1.34,0,1,8,2
31,1,4.27,2.96,4.64,3.23,2.97,4.29,1.3,0,1,1,2
28,1,2.33,2.94,2.77,2.95,2.56,3.38,2.27,0,1,21,2
24,1,3.82,4.07,3.45,2.75,3.43,3.72,1.0,0,1,13,2
21,0,3.55,2.55,3.38,3.21,3.18,3.54,2.34,0,1,11,2
19,1,3.1,3.39,4.58,3.23,3.58,3.58,2.08,0,1,8,2
23,1,3.61,3.15,4.23,3.39,3.93,3.63,2.14,0,1,15,2
31,0,2.28,3.25,2.93,2.43,3.8,3.87,2.13,0,1,6,2
35,0,4.35,3.37,3.72,2.04,3.63,2.88,1.0,0,1,23,2
32,0,3.73,3.24,5.0,2.55,4.26,4.2,1.0,0,1,29,2
24,1,2.84,3.76,3.09,2.29,4.02,2.9,2.55,1,1,19,2
41,0,3.02,3.18,3.49,2.26,3.49,3.56,1.78,0,1,67,2
39,1,2.29,4.42,3.83,4.04,3.99,2.6,2.39,0,1,8,2
30,1,3.2,3.23,3.1,1.74,2.64,3.29,2.92,1,1,7,2
25,1,3.09,2.01,4.65,3.38,4.26,2.95,2.36,0,1,3,2
37,1,2.54,3.65,3.19,3.64,3.61,3.42,2.8,1,1,54,2
33,1,3.9,3.47,2.6,3.69,2.86,3.9,1.0,0,1,27,2
18,0,4.23,3.22,3.16,3.27,3.34,3.45,1.0,0,1,1,2
31,1,3.38,3.02,3.92,3.89,4.24,4.73,2.28,0,1,29,2
34,0,3.2,1.72,2.98,4.17,3.12,3.94,1.0,0,1,84,2
23,0,3.68,1.84,3.7,2.92,3.85,3.24,1.31,0,1,54,2
33,1,3.39,4.35,3.87,3.37,4.14,3.34,1.38,0,1,37,2
18,0,2.7,2.79,2.71,3.87,3.62,3.66,1.88,0,1,28,2
45,0,2.98,3.88,3.13,2.58,3.06,3.88,1.9,0,1,35,2
44,1,3.21,2.08,3.73,2.95,3.56,2.56,1.4,0,1,46,2
29,0,3.56,2.47,3.96,2.72,2.73,3.83,1.04,0,0,0,2
35,0,3.41,3.68,3.15,3.38,3.3,2.58,1.9,0,0,0,2
18,1,3.54,3.13,3.6,1.96,2.91,3.77,2.2,0,1,68,2
20,1,2.41,3.58,3.32,3.96,3.57,4.15,1.7,0,1,42,2
29,1,3.83,3.19,3.97,3.42,2.81,3.6,1.53,0,1,8,2
21,0,3.4,3.05,3.84,3.45,3.65,1.82,2.05,0,0,0,2
39,1,5.0,2.72,3.26,1.68,4.3,2.19,1.0,0,1,62,2
51,1,3.15,2.36,3.81,2.48,4.34,3.78,1.87,0,1,80,2
20,0,3.61,4.18,3.23,3.99,2.83,1.73,1.31,0,1,1,2
23,0,5.0,4.3,3.8,2.99,3.19,3.81,1.0,0,1,63,2
34,0,3.53,2.47,3.81,2.07,4.13,4.07,1.84,0,1,23,2
48,1,3.36,2.43,5.0,3.23,4.04,4.17,1.0,0,1,29,2
19,0,2.76,2.96,3.28,3.51,3.22,3.24,2.18,0,0,0,2
34,1,4.39,3.44,3.41,3.42,3.3,3.7,1.02,0,1,21,2
50,1,2.65,3.07,3.08,3.01,3.65,3.54,1.83,0,1,61,2
18,0,3.68,3.55,2.83,3.78,2.46,2.4,1.43,0,1,23,2
19,1,3.09,3.17,3.2,2.68,3.93,3.91,2.27,0,1,49,2
27,0,3.28,3.12,3.93,3.42,4.27,4.35,1.46,0,0,0,2
26,0,2.47,4.89,3.98,3.18,3.36,3.87,2.64,1,1,16,2
40,1,4.27,2.83,3.69,3.02,2.72,3.06,1.0,0,1,3,2
34,1,3.22,4.35,3.31,2.87,4.48,3.9,1.31,0,0,0,2
18,1,2.61,4.21,3.18,2.89,3.74,4.28,2.72,1,1,9,2
37,1,4.21,3.55,2.9,3.12,4.04,4.19,1.72,0,1,17,2
26,0,3.07,1.85,3.14,2.92,2.78,4.1,1.45,0,1,18,2
44,1,3.62,3.22,2.66,3.54,2.78,2.32,2.08,0,1,49,2
25,0,3.95,2.84,4.38,2.78,3.86,3.67,1.33,0,1,127,2
25,1,3.71,3.21,4.69,4.04,4.24,3.84,1.0,0,1,14,2
37,1,1.97,2.46,2.24,2.75,2.9,4.11,2.21,0,1,19,2
39,0,3.85,3.73,3.69,3.65,3.54,3.75,1.72,0,1,51,2
36,1,3.33,3.89,3.68,3.68,2.62,4.46,1.02,0,1,46,2
18,1,3.19,4.02,3.64,3.2,3.17,2.16,1.64,0,1,52,2
37,1,3.33,2.93,3.11,3.15,3.44,3.78,1.8,0,1,6,2
21,0,2.35,2.46,4.16,2.66,3.9,3.73,2.84,1,1,22,2
34,0,3.52,3.45,3.77,2.79,2.29,4.01,1.78,0,1,2,2
18,0,2.51,4.43,4.17,3.23,4.42,4.45,3.28,1,1,28,2
36,1,3.21,3.25,3.02,3.07,3.49,2.8,1.52,0,0,0,2
23,1,3.5,3.52,2.6,3.81,4.4,4.43,1.75,0,1,28,2
19,0,4.1,3.04,3.78,2.83,4.03,3.95,1.45,0,1,24,2
39,1,2.87,2.85,2.87,2.86,4.13,3.27,2.56,1,1,10,2
34,1,4.34,3.66,4.19,2.1,4.85,2.78,1.55,0,1,1,2
25,0,4.02,3.13,2.12,3.49,3.12,3.53,1.07,0,1,93,2
46,1,3.12,3.48,3.2,3.43,3.68,3.59,2.33,0,1,15,2
27,1,2.68,3.56,3.1,3.69,2.99,3.63,1.89,0,1,41,2
32,1,2.46,3.44,3.28,3.72,3.54,2.97,2.49,0,1,31,2
34,1,3.58,3.59,3.67,3.57,4.05,3.81,1.89,0,1,11,2
25,0,2.92,2.6,3.76,3.6,4.3,3.12,2.65,1,1,46,2
36,1,4.18,2.56,3.92,3.47,3.36,4.23,1.44,0,1,26,2
26,1,2.96,3.17,3.99,3.56,2.85,4.56,2.18,0,1,3,2
27,1,2.81,3.19,3.39,1.99,3.65,2.85,2.21,0,1,16,2
45,1,3.55,2.83,4.87,2.44,3.07,3.44,1.93,0,1,13,2
21,1,2.95,3.37,4.4,2.34,3.24,4.06,3.23,1,1,8,2
18,1,3.41,3.84,3.3,3.86,4.02,3.59,2.2,0,1,116,2
48,0,4.04,4.03,3.41,2.63,3.9,2.48,1.46,0,1,5,2
57,0,3.48,4.19,3.28,2.73,4.12,3.99,1.03,0,0,0,2
27,1,3.48,2.28,3.74,3.1,3.39,2.99,1.29,0,1,46,2
18,1,3.53,2.39,2.87,2.35,4.23,3.54,1.51,0,0,0,2
28,1,2.3,3.0,2.99,3.33,3.61,2.72,3.12,1,1,1,2
29,1,3.65,3.26,2.09,1.82,3.42,3.94,1.11,0,0,0,2
30,0,3.5,3.03,3.24,2.39,2.92,3.11,2.02,0,1,53,2
20,0,3.98,2.81,4.19,3.22,2.3,4.01,1.38,0,1,65,2
37,1,3.79,2.99,3.4,2.36,2.63,3.25,1.65,0,1,14,2
37,0,3.27,3.54,3.44,3.88,3.73,3.07,1.78,0,0,0,2
18,1,4.07,2.27,3.68,3.13,3.04,3.68,1.0,0,1,16,2
38,1,3.21,4.84,2.85,3.78,2.58,2.67,1.45,0,1,35,2
52,1,3.56,3.21,3.52,3.31,3.34,4.62,1.96,0,1,43,2
33,1,3.2,3.94,4.08,3.09,3.77,3.53,1.9,0,1,12,2
28,1,3.7,2.79,3.7,2.5,3.86,3.01,1.0,0,1,3,2
30,1,3.16,3.6,4.14,3.66,3.58,3.13,2.08,0,1,58,2
38,0,4.47,3.27,4.32,3.36,3.56,3.41,2.64,1,1,39,2
18,1,4.71,3.8,3.93,4.35,3.27,4.08,1.0,0,1,48,2
33,1,3.97,3.06,3.04,3.6,3.99,2.79,2.15,0,1,28,2
28,0,4.4,4.29,3.28,2.86,3.49,3.15,1.0,0,1,27,2
50,1,2.4,2.16,4.76,3.27,3.55,3.37,2.44,0,1,17,2
30,1,2.48,3.86,3.7,3.35,4.24,4.45,2.99,1,1,22,2
48,0,3.19,3.28,3.62,3.8,4.09,4.08,1.96,0,1,64,2
20,1,3.43,2.49,2.94,3.89,3.49,4.48,1.43,0,1,22,2
37,1,3.27,4.57,3.44,3.0,3.4,3.42,1.87,0,0,0,2
35,1,2.33,4.49,3.97,2.37,3.39,4.37,3.13,1,1,5,2
23,1,4.15,1.75,3.51,1.99,2.35,4.26,2.25,0,1,14,2
33,1,4.8,3.32,3.16,2.42,4.28,3.87,1.19,0,1,34,2
44,1,4.23,3.69,3.31,2.74,3.18,3.93,1.0,0,1,44,2
28,1,4.11,3.51,4.27,4.0,4.13,3.0,1.1,0,1,10,2
18,0,3.55,4.26,3.93,4.01,3.63,4.64,1.55,0,1,26,2
31,0,2.85,4.12,3.85,3.68,4.46,3.23,1.79,0,1,8,2
22,1,3.45,3.39,3.79,3.84,3.93,3.78,1.66,0,0,0,2
28,1,4.77,4.79,2.73,2.68,4.17,3.86,1.0,0,1,24,2
31,0,3.17,3.86,3.68,2.19,3.23,2.47,1.36,0,1,36,2
18,0,3.1,2.95,4.19,2.5,2.8,3.37,2.44,0,1,53,2
18,1,4.12,2.81,3.33,1.88,3.69,3.54,1.41,0,1,3,2
36,1,4.16,4.07,4.14,2.43,2.41,3.32,1.0,0,1,7,2
26,1,2.85,2.64,3.85,2.8,3.31,3.37,2.29,0,0,0,2
18,1,3.23,2.91,4.04,3.2,2.86,4.42,1.43,0,1,28,2
39,1,3.07,3.03,3.53,3.18,3.08,2.84,1.77,0,1,6,2
34,1,3.45,3.45,4.08,2.69,3.97,2.54,2.08,0,1,78,2
24,0,4.12,3.06,2.55,3.44,3.93,3.0,1.44,0,1,2,2
18,1,2.88,2.28,3.52,2.7,3.5,3.91,1.94,0,0,0,2
40,0,4.11,4.01,3.96,3.11,3.8,3.97,1.37,0,1,4,2
35,1,3.47,2.92,3.69,2.43,3.26,3.81,1.69,0,1,21,2
55,0,4.91,4.61,4.21,3.75,5.0,4.02,1.0,0,1,38,2
36,1,3.61,3.41,3.4,3.11,3.79,3.57,1.53,0,1,16,2
35,1,3.34,4.09,3.14,3.51,3.23,3.05,2.04,0,1,13,2
30,0,3.77,3.64,2.43,2.37,4.14,2.76,1.64,0,1,31,2
40,1,3.18,4.12,3.32,3.2,4.37,2.54,1.11,0,1,13,2
38,0,2.23,3.6,3.84,3.44,3.12,3.25,2.8,1,1,12,2
44,1,3.24,3.36,3.99,1.87,2.72,3.94,1.92,0,1,19,2
26,1,3.23,3.97,2.59,3.8,2.84,3.56,1.0,0,1,46,2
27,0,2.36,4.94,4.26,2.35,3.18,3.42,2.21,0,0,0,2
27,1,3.35,3.01,2.87,3.23,3.57,2.68,2.07,0,1,45,2
39,1,2.06,3.76,3.42,4.17,2.59,5.0,3.54,1,1,50,2
46,0,3.17,3.2,3.13,3.67,3.34,2.84,1.14,0,1,21,2
27,1,3.56,3.55,3.77,2.21,3.47,3.48,2.14,0,1,98,2
27,1,3.46,3.23,3.56,2.99,3.8,4.08,1.0,0,0,0,2
35,1,3.13,1.69,3.94,3.84,3.98,3.43,2.69,1,1,66,2
29,0,3.34,3.06,4.7,2.61,3.85,2.85,1.71,0,1,4,2
41,1,2.89,3.9,3.76,2.88,4.71,3.95,1.83,0,1,6,2
18,0,3.41,2.66,3.13,2.87,4.28,2.49,1.95,0,1,77,2
